08-slytherin-industry,00-avengers-company_business,04-iGMM-company_business
"['healthcare', 'pharmaceutical', 'biopharmaceutical', 'biotechnology', 'healthcare products', 'technology']","['industries', 'aeroplane', 'defense products', 'rockets', 'missiles', 'satellites', 'space products', 'aerospace products', 'aircrafts', 'capital goods', 'aerospace and defense', 'technology']","['financial services', 'banking services', 'asset management']"
"['financial services', 'banking services', 'asset management']","['consumer defensive', 'fmcg', 'personal care products', 'beauty and personal care', 'cosmetics', 'consumer non durables']","['communication services', 'telecom', 'internet providers']"
"['healthcare', 'pharmaceutical', 'healthcare products']","['social media', 'internet or mobile app based business', 'technology', 'artificial intelligence']","['healthcare', 'pharmaceutical', 'biopharmaceutical']"
"['communication services', 'telecom', 'internet providers', 'mobile services', 'fixed line service', 'television services', 'utilities', 'telecom equipment']","['healthcare', 'pharmaceutical', 'biopharmaceutical', 'biotechnology', 'healthcare products', 'technology']","['social media', 'internet or mobile app based business', 'technology']"
"['social media', 'internet or mobile app based business', 'technology', 'artificial intelligence']","['communication services', 'telecom', 'internet providers', 'mobile services', 'fixed line service', 'television services', 'utilities', 'telecom equipment']","['consumer defensive', 'fmcg', 'personal care products']"
"['consumer cyclical', 'restaurants', 'retail', 'non-alcoholic beverages', 'coffee', 'beverages', 'consumer services']","['financial services', 'banking services', 'asset management']","['industries', 'aeroplane', 'defense products']"
"['consumer defensive', 'fmcg', 'personal care products', 'beauty and personal care', 'cosmetics', 'consumer non durables']","['consumer defensive', 'alcoholic beverages', 'beverages']","['healthcare', 'pharmaceutical', 'healthcare products']"
"['industries', 'aeroplane', 'defense products', 'rockets', 'missiles', 'satellites', 'space products', 'aerospace products', 'aircrafts', 'capital goods', 'aerospace and defense', 'technology']","['financial services', 'banking services', 'asset management', 'investments', 'brokerage services', 'securities', 'stock markets, trading, capital markets']","['consumer cyclical', 'restaurants', 'retail']"
"['financial services', 'banking services']","['financial services', 'banking services']","['financial services', 'banking services']"
"['consumer defensive', 'beverages', 'alcoholic beverages', 'fmcg', 'consumer non durables']","['healthcare', 'medical equipment', 'healthcare products', 'robotics']","['financial services', 'insurance']"
"['financial services', 'insurance']","['industries', 'agriculture machinery', 'construction equipment', 'commercial vehicles', 'engineering products', 'automobile', 'machinery manufacturing', 'capital goods', 'manufacturing', 'heavy machinery']","['consumer defensive', 'beverages', 'alcoholic beverages']"
"['financial services', 'banking services']","['basic materials', 'metals', 'mining', 'aluminum', 'iron and steel', 'copper mining', 'gold mining', 'diamonds', 'coal mining', 'molybdenum', 'precious metals']","['real estate', 'cell towers infrastructure', 'infrastructure']"
"['healthcare', 'medical equipment', 'healthcare products', 'robotics']","['technology', 'software and it', 'software products', 'computers hardware', 'laptops', 'cloud services', 'artificial intelligence', 'internet of things', 'electronics', 'consumer electronics']","['industries', 'agriculture machinery', 'machinery manufacturing']"
"['industries', 'agriculture machinery', 'machinery manufacturing', 'construction equipment', 'commercial vehicles', 'heavy vehicles', 'mining equipment', 'engines manufacturing', 'engineering products', 'capital goods', 'construction materials', 'mining', 'manufacturing', 'heavy machinery']","['industries', 'agriculture machinery', 'machinery manufacturing', 'construction equipment', 'commercial vehicles', 'heavy vehicles', 'mining equipment', 'engines manufacturing', 'engineering products', 'capital goods', 'construction materials', 'mining', 'manufacturing', 'heavy machinery']","['technology', 'software and it', 'software products']"
"['industries', 'agriculture machinery', 'construction equipment', 'commercial vehicles', 'engineering products', 'automobile', 'machinery manufacturing', 'capital goods', 'manufacturing', 'heavy machinery']","['real estate', 'cell towers infrastructure', 'infrastructure', 'consumer services', 'property investments']","['basic materials', 'metals', 'mining']"
"['technology', 'software and it', 'software products', 'computers hardware', 'laptops', 'cloud services', 'artificial intelligence', 'internet of things', 'electronics', 'consumer electronics']","['consumer defensive', 'beverages', 'alcoholic beverages', 'fmcg', 'consumer non durables']","['industries', 'agriculture machinery', 'construction equipment']"
"['basic materials', 'metals', 'mining', 'aluminum', 'iron and steel', 'copper mining', 'gold mining', 'diamonds', 'coal mining', 'molybdenum', 'precious metals']","['financial services', 'insurance']","['healthcare', 'medical equipment', 'healthcare products']"
"['real estate', 'cell towers infrastructure', 'infrastructure', 'consumer services', 'property investments']","['financial services', 'banking services']","['financial services', 'banking services']"
"['consumer defensive', 'beverages', 'non-alcoholic beverages', 'fmcg', 'consumer non durables', 'alcoholic beverages']","['financial services', 'investments', 'trading', 'stock markets, trading, capital markets']","['real estate', 'property investments', 'investments']"
"['real estate', 'property investments', 'investments', 'consumer services']","['energy', 'oil and gas', 'natural gas generation', 'petrochemicals', 'oil and gas pipeline transport', 'chemicals']","['technology', 'cloud services', 'software and it']"
"['financial services', 'banking services', 'insurance']","['communication services', 'telecom', 'internet providers', 'fixed line service', 'television services', 'consumer services', 'media', 'advertising', 'entertainment']","['industries', 'aircraft parts', 'aerospace products']"
"['consumer defensive', 'retail', 'ecommerce', 'consumer services']","['consumer defensive', 'beverages', 'non-alcoholic beverages', 'fmcg', 'consumer non durables', 'alcoholic beverages']","['consumer defensive', 'retail', 'ecommerce']"
"['energy', 'oil and gas', 'natural gas generation', 'petrochemicals', 'oil and gas pipeline transport', 'chemicals']","['financial services', 'banking services', 'insurance']","['healthcare', 'pharmaceutical', 'healthcare products']"
"['communication services', 'telecom', 'internet providers', 'fixed line service', 'television services', 'consumer services', 'media', 'advertising', 'entertainment']","['healthcare', 'pharmaceutical', 'healthcare products', 'biotechnology', 'technology']","['financial services', 'banking services', 'insurance']"
"['healthcare', 'pharmaceutical', 'healthcare products', 'biotechnology', 'technology']","['consumer defensive', 'retail', 'ecommerce', 'consumer services']","['consumer defensive', 'beverages', 'non-alcoholic beverages']"
"['financial services', 'investments', 'trading', 'stock markets, trading, capital markets']","['industries', 'aircraft parts', 'aerospace products', 'healthcare products', 'aerospace and defense', 'electrical products', 'software and it', 'software products', 'technology hardware and instruments', 'energy', 'electronics', 'engineering products', 'lighting products', 'technology', 'space products']","['communication services', 'telecom', 'internet providers']"
